BAB_conservative;Code of Law Party;X;X;X;X;X;X;;
BAB_liberal;Hanging Gardens Party;X;X;X;X;X;X;;
BAB_reactionary;Ministers of Hammurabi;X;X;X;X;X;X;;
BAB_communist;Ziggurat faction;X;X;X;X;X;X;;
BAB_anarcho_liberal;Ama-Gi People's Front;X;X;X;X;X;X;;
BAB_socialist;Tower Builders;X;X;X;X;X;X;;
BAB_fascist;Nebuchadnezzar's followers;X;X;X;X;X;X;;
build_the_tower_of_babylon_title;Tower of babel;X;X;X;X;X;X;;
build_the_tower_of_babylon_desc;Over the past millennia, progress has not stepped forward so far, which means that we can still be proud of the great project of our Babylonian ancestors.Given the rise of Iraq to the status of one of the leading world powers, voices have sounded in support of this construction, as the basis of the ideology of theNew Iraq.And with new technologies, who knows what we can do ??;X;X;X;X;X;X;;
EVTNAME4430;Under pressure;X;X;X;X;X;X;;
EVTDESC4430;"""And love (the people on the streets) makes us change our attitude towards ourselves."" and the honesty of our presence in the Upper Chamber.The Upper House is more and more often viewed as another bureaucratic institution that slows down any changes and reforms in the bud.The people are demanding a revision of the legislation concerning the Upper House in order to obtain more honest and equal representation.";X;X;X;X;X;X;;
EVTOPTA4430;Madness laughs, we break down under the weight of stress.;X;X;X;X;X;X;;
EVTOPTB4430;Why can't we give ourselves another chance?;X;X;X;X;X;X;;
#ADM_DESC;Management costs are used to ensure the smooth operation of our state apparatus and the maintenance of officials, which increases the efficiency of tax collection.;X;X;X;X;X;X;;
RELEASE_PLAY_AS;Play as;X;X;X;X;X;X;;
EGY_921;Palestine;X;X;X;X;X;X;;
raise_the_bonnie_blue_flag_title;"""The cherished blue flag!""";X;X;X;X;X;X;;
raise_the_bonnie_blue_flag_desc;"“Hurrah! Hurrah! \nFor Southern rights, hurray! \nHurrah for the Bonnie Blue Flag that bears a single star! ""\n \n The Bonnie Blue Flag was the first unofficial flag of the Confederate States of America.It was a blue cloth with a white five-pointed star.It was also the name of a popular hiking song that poet Harry McCarthy wrote in honor of this flag.Raise the Coveted Blue Flag and watch as recruits join the ranks of the CSA army.";X;X;X;X;X;X;;
the_bonnie_blue_flag;Cherished blue flag;X;X;X;X;X;X;;
the_bonnie_blue_flag_desc;A white five-pointed star on a blue background leads our troops into battle with the vile Yankees.;X;X;X;X;X;X;;
trinket_wage;Minimum wage;X;X;X;X;X;X;;
tut_2b_15;How factories are built depends on the political system.For example, in a market economy, only your capitalists build factories.But in the system now adopted in Belgium, both capitalists and a player can build factories.Building new factories is a good way to develop the economy.Click the Build Factory button in Belgian Wallonia.;X;X;X;X;X;X;;
webster_ashburton_treaty_title;Webster-Ashburton Treaty;X;X;X;X;X;X;;
webster_ashburton_treaty_desc;In 1842, after the Arukstuk War, the Webster-Ashburton Treaty was signed in Washington.Under this treaty, the border between the British colonies in Canada and the United States was established along the 49th parallel, settled the issues of joint use by the British and Americans of the Great Lakes and obliged the parties to prohibit the slave trade on the Atlantic coast of Africa and strictly enforce this ban.;X;X;X;X;X;X;;
ENG_203;Caribbean islands;X;X;X;X;X;X;;
PV_CLERGY_LIT_PROVIDES;Provinces with priests: $VAL$;X;X;X;X;X;X;;
PV_CLERGY_LIT_NUM;$NUM$ Population Priests (Optimal $OPT$): $VAL$;X;X;X;X;X;X;;
PV_CLERGY_SETTING;Education expenses $SETTING$: $VAL$;X;X;X;X;X;X;;
PV_CLERGY_TECH;From technology: $VAL$;X;X;X;X;X;X;;
EVTNAME13357;Doctrine of the Pristine Domain;X;X;X;X;X;X;;
EVTDESC13357;"The British ""Doctrine of the Deprived Possessions"" was used in India to annex many quasi-independent Indian principalities.The doctrine prohibited Indian princes from appointing adopted children as their heirs, that is, only a son from his own father could get the land.Also, the British East India Company could annex lands under the pretext of mismanagement.Thanks to this doctrine, the British East India Company was able to annex Satara, Sambalpur,Nagpur, Jhansi and Avadh.Due to the current situation in our country, the British East India Company has declared our right to reign invalid.";X;X;X;X;X;X;;
EVTOPTA13357;Not that !!;X;X;X;X;X;X;;
EVTNAME13358;Doctrine of the Pristine Domain;X;X;X;X;X;X;;
EVTDESC13358;"The British ""Doctrine of the Deprived Possessions"" was used in India to annex many quasi-independent Indian principalities.The doctrine prohibited Indian princes from appointing adopted children as their heirs, that is, only a son from his own father could get the land.Also, the British East India Company could annex lands under the pretext of mismanagement.Thanks to this doctrine, the British East India Company was able to annex Satara, Sambalpur,Nagpur, Jhansi and Avadh.This doctrine was the last straw that overflowed the patience of the Indians.She led to the Sepoy uprising in 1857-1859.After the uprising, the British liquidated the East India Company and revised their policy towards the Indian feudal lords.Due to the plight of $FROMCOUNTRY$,";X;X;X;X;X;X;;
EVTOPTA13358;Fabulous!;X;X;X;X;X;X;;
EVTOPTB13358;Now we have even more useless territories !.;X;X;X;X;X;X;;
RUS_absolute_monarchy;Russian empire;X;X;X;X;X;X;;
RUS_prussian_constitutionalism;Russian empire;X;X;X;X;X;X;;
ENG_absolute_monarchy;British empire;X;X;X;X;X;X;;
ENG_prussian_constitutionalism;British empire;X;X;X;X;X;X;;
GER_absolute_monarchy;German empire;X;X;X;X;X;X;;
GER_prussian_constitutionalism;German empire;X;X;X;X;X;X;;
the_vega_expedition_title;"Expedition of the steamer ""Vega""";X;X;X;X;X;X;;
the_vega_expedition_desc;in 1878-80s,Niels Adolph ErikNordenskj?ld, with the financial support of King Oscar II of Sweden andNorway, for the first time carried out a through (with wintering on the way) voyage through theNortheast Passage from the Atlantic Ocean to the Pacific Ocean and through the Suez Canal returned to Sweden (1880 ), for the first time bypassing the whole of Eurasia in this way.And although voyages through theNorthern Sea Route have been undertaken before, it is the voyage ofNordenskj?ld that is considered the first fully proven along this route.It has been widely celebrated.;X;X;X;X;X;X;;
ENG_2068;Zambezi;X;X;X;X;X;X;;
rhodesia_charter_title;British South African Company;X;X;X;X;X;X;;
rhodesia_charter_desc;"The British South Africa Company was founded by the British imperialist tycoon Cecil Rhodes in 1889.The company was created in the image of the British West India Company and was created with the aim of facilitating the further colonization of South and Central Africa by the British.The Company's area of ??interest extended along the Zambezi River.This area became known as ""Rhodesia"" from 1895 and was named after Cecil Rhodes.";X;X;X;X;X;X;;
TUR_proletarian_dictatorship;Turkey;X;X;X;X;X;X;;
GER_2530;NorthernNew Guinea;X;X;X;X;X;X;;
AST_2528;SouthNew Guinea;X;X;X;X;X;X;;
kaiser_wilhelms_land_title;Kaiser Wilhelm Land;X;X;X;X;X;X;;
kaiser_wilhelms_land_desc;"""Land of Kaiser Wilhelm"" was the name of the network of German colonies in the Pacific Ocean, which included the northeast ofNew Guinea, the Bismarck archipelago and other, smaller German colonies in the region.In 1914, these territories were occupied by Australian troops, and after the end of the First World War, the land of Kaiser Wilhelm became ""the territory ofNew Guinea"", which was ruled by the Australian government.";X;X;X;X;X;X;;
megali_idea_title;Great Idea;X;X;X;X;X;X;;
megali_idea_desc;The Great Idea is the iridentist conception of the Greeks under the yoke of the Ottoman Empire.It implied the creation of Magna Graecia, which was supposed to include all of Thrace, Constantinople, the Dodecanese Islands, Cyprus and the entire western coast of Asia Minor.The concept slowly went to its implementation throughout the 19th century, and was almost completely implemented after the First World War, because according to the Sevres Peace Treaty, almost all of these territories were transferred to Greece.But in the war for the independence of Turkey in 1919-1922, the Greeks and Armenians were defeated, and according to the Lausanne Peace had to give up almost all of their new acquisitions.;X;X;X;X;X;X;;
DIFFICULTY_LABEL;Complexity;X;X;X;X;X;X;;
expand_motala_verkstad_title;Mutalsky machine-building plant;X;X;X;X;X;X;;
expand_motala_verkstad_desc;Motala Verkstad (Mutal Machine Building Plant) was founded by Balzar von Platen in 1822, during the construction of the G?ta Canal.Under the leadership of Otto Edward Karlsund, in the 40s-60s of the 19th century, the Mutala plant became one of the largest and most famous enterprises in Sweden.The plant is mentioned in Jules Verne's novel 20,000 Leagues Under the Sea as a manufacturer of a ram for theNautilus submarine.;X;X;X;X;X;X;;
motala_verkstad;Mutalsky machine-building plant;X;X;X;X;X;X;;
desc_motala_verkstad;Founded by Balzar von Platen in 1822, during the construction of the G?ta Canal, the Mutala factory is still one of the most famous enterprises in Sweden.;X;X;X;X;X;X;;
court_yard_speech_title;Swedish constitutional crisis of 1914;X;X;X;X;X;X;;
court_yard_speech_desc;The Swedish constitutional crisis of 1914 was triggered by a sharp cut in defense spending by the liberal government of Karl Staaf.On February 6, 1914, King Gustav V made a speech of support and approval to a crowd of thirty thousand Swedish peasants who marched across the country to Stockholm to support their king, the Motherland and the Armed Forces.This was the last intervention of Swedish kings in the political life of the country ..;X;X;X;X;X;X;;
international_negotiations;International pressure;X;X;X;X;X;X;;
desc_international_negotiations;We are putting pressure on a foreign country on a specific issue.;X;X;X;X;X;X;;
EVTNAME23300;A mysterious monster is sinking ships!;X;X;X;X;X;X;;
EVTDESC23300;$YEAR$ year was marked by an amazing incident [...] The fact is that for some time, many ships began to meet in;X;X;X;X;X;X;;
EVTOPTA23300;This threat must be eliminated!;X;X;X;X;X;X;;
EVTOPTB23300;Sounds like a retelling of the plot of some children's book.;X;X;X;X;X;X;;
EVTNAME23301;A mysterious monster is sinking ships!;X;X;X;X;X;X;;
EVTDESC23301;$YEAR$ year was marked by an amazing incident [...] The fact is that for some time, many ships began to meet in;X;X;X;X;X;X;;
EVTOPTA23301;This threat must be eliminated!;X;X;X;X;X;X;;
EVTOPTB23301;Sounds like a retelling of the plot of some children's book.;X;X;X;X;X;X;;
EVTNAME23302;Professor Aronax has been washed ashore!;X;X;X;X;X;X;;
EVTDESC23302;A famous French professor and marine biologist, Pierre Aronax was discovered on the $COUNTRY_ADJ$ shore.Seven months ago, the professor went on a sea expedition in order to find out the whole truth about a giant cetacean monster that destroyed many ships.The professor told an extremely interesting and amazing story about his misadventures.The professor states that during a collision between his ship and a mysterious monster, he was blown overboard, and he found himself inside this very monster, which turned out to be a human ship capable of swimming under water.Aronax claims that this ship, piloted by the eccentric and desperate CaptainNemo, is home to an entire community of freedom-loving sailors who have renounced human society.It doesn't matter if the professor's story is true, the main thing is;X;X;X;X;X;X;;
EVTOPTA23302;Nemo me impune lacessit!;X;X;X;X;X;X;;
italia_irredenta_title;Great Italy;X;X;X;X;X;X;;
italia_irredenta_desc;The movement for the unification of Italy sought to include in Italy all the adjacent territories of foreign states, in which a significant Italian minority lived.Thus, Italian territorial claims extended much further than the lands in Italy seized by Austria as a result of theNapoleonic Wars, and included significant territories in Dalmatia and Austria.;X;X;X;X;X;X;;
the_heligoland_question_title;Heligoland Question;X;X;X;X;X;X;;
the_heligoland_question_desc;A small island in theNorth Sea called Helgoland passed to Great Britain during theNapoleonic Wars, under the Kiel Peace Agreement of 1814.After the unification of Germany, the island became the object of territorial claims from the German Empire, since it was inhabited mainly by Germans.;X;X;X;X;X;X;;
miskatonic_university_title;Miskatonic University;X;X;X;X;X;X;;
miskatonic_university_desc;"Miskatonic University is located in the picturesque town of Arkham, on the banks of the gloomy Miskatonic River, in the beautiful County of Essex.Miskatonic University is one of the most prominent institutions of higher education inNew England.He is well known for his collection of curiosities, an extensive collection of ancient and occult books, his sports competitions, and among other things - excerpts from the legendary Book of Abon and the original manuscript of the ""Nameless Cult"" - the exemplary work of Friedrich von Juntzt.";X;X;X;X;X;X;;
miskatonic_campus;Miskatonic University;X;X;X;X;X;X;;
desc_miskatonic_campus;Where Science Meets Myths;X;X;X;X;X;X;;
construct_the_walhalla_title;Valhalla;X;X;X;X;X;X;;
construct_the_walhalla_desc;The Valhalla is a neo-classicist temple overlooking the Danube, built between 1830 and 1842 in Bavaria.Designed by Ludwig I, the hall is a monument to prominent figures in German history, from Arminius to Copernicus.;X;X;X;X;X;X;;
the_walhalla;Valhalla;X;X;X;X;X;X;;
desc_the_walhalla;The Valhalla Hall of Fame, designed by Ludwig I, is a monument to outstanding personalities in German history, from Arminius to Copernicus.;X;X;X;X;X;X;;
introduce_the_presbyteries_title;Introduce Presbyterianism;X;X;X;X;X;X;;
introduce_the_presbyteries_desc;In 1848, the authorities of the Kingdom of Hanover decided to strengthen the popular representation in the State Church of Hanover and introduced the institution of Presbyterianism into it, and from now on all the church ones are entrusted to popularly elected elders.;X;X;X;X;X;X;;
build_gotthard_tunnel_title;Build the Gotthard Tunnel;X;X;X;X;X;X;;
build_gotthard_tunnel_desc;The Gotthard railway tunnel was built from 1871 to 1881 in order to connect the cities of G?shenen and Airolo.The first tunnel to be built under the mountain range, the Gotthard Tunnel was a great and significant achievement of its time.;X;X;X;X;X;X;;
the_lambert_charter_title;Lambert Treaty;X;X;X;X;X;X;;
the_lambert_charter_desc;The Lambert Pact is a document used by France to justify its infiltration and subsequently the annexation of the kingdom of Imerina.The document was signed by Crown Prince Radama II and allegedly gave the French the right to export minerals and other resources from the island, in exchange for a 10% deduction from the cost of resources in favor of the royal house of Madagascar ..;X;X;X;X;X;X;;
end_the_merina_monarchy_title;End of the imperial monarchy;X;X;X;X;X;X;;
end_the_merina_monarchy_desc;After the local uprising of 1897, France, which had long formally included Madagascar in its sphere of influence, finally annexed the Imerin monarchy and deposed the local royal house ..;X;X;X;X;X;X;;
REVOLTALLIANCE_SETUP;When the power announces the breakdown of alliances because of the revolution.;X;X;X;X;X;X;;
REVOLTALLIANCE_HEADER;The Foreign Minister reports:;X;X;X;X;X;X;;
REVOLTALLIANCE_1;Revolution in a foreign power!;X;X;X;X;X;X;;
REVOLTALLIANCE_2;$MONARCHTITLE$ powers;X;X;X;X;X;X;;
REVOLTALLIANCE_3;§Y$ACTOR$§W;X;X;X;X;X;X;;
REVOLTALLIANCE_4;Gripped by the revolution!;X;X;X;X;X;X;;
REVOLTALLIANCE_5;All our alliances and treaties have been terminated, and influence points have been reset to zero.;X;X;X;X;X;X;;
REVOLTALLIANCE_6;*;X;X;X;X;X;X;;
REVOLTALLIANCE_BTN1;OK;X;X;X;X;X;X;;
REVOLTALLIANCE_BTN2;OK;X;X;X;X;X;X;;
REVOLTALLIANCE_BTN3;Go to;X;X;X;X;X;X;;
RHO;Southern Rhodesia;X;X;X;X;X;X;;
RHO_proletarian_dictatorship;Zimbabwe;X;X;X;X;X;X;;
RHO_absolute_monarchy;Southern Rhodesia;X;X;X;X;X;X;;
RHO_hms_government;Southern Rhodesia;X;X;X;X;X;X;;
RHO_ADJ;Rhodesiysk.;X;X;X;X;X;X;;
RHO_conservative;Party of Rhodesia;X;X;X;X;X;X;;
RHO_liberal;United Federal Party;X;X;X;X;X;X;;
RHO_reactionary;Rhodesian front;X;X;X;X;X;X;;
RHO_socialist;AfricanNational Union;X;X;X;X;X;X;;
RHO_communist;Union of the African People of Zimbabwe;X;X;X;X;X;X;;
RHO_anarcho_liberal;Association for Responsible Government;X;X;X;X;X;X;;
RHO_fascist;The when-wes;X;X;X;X;X;X;;
EGY_1842;Darfur;X;X;X;X;X;X;;
EGY_1838;Kordofan;X;X;X;X;X;X;;
EGY_915;Lebanon;X;X;X;X;X;X;;
CHI_2562;Formosa;X;X;X;X;X;X;;
BEL_1977;Central Congo;X;X;X;X;X;X;;
BEL_1987;Katanga;X;X;X;X;X;X;;
BEL_1990;Eastern Congo;X;X;X;X;X;X;;
BEL_1984;Kasai;X;X;X;X;X;X;;
POR_1999;Northern angola;X;X;X;X;X;X;;
ENG_1956;South Cameroon;X;X;X;X;X;X;;
ENG_1960;North Cameroon;X;X;X;X;X;X;;
ENG_1868;Somaliland;X;X;X;X;X;X;;
ENG_2026;Great Rift Valley;X;X;X;X;X;X;;
ENG_2024;Kenya;X;X;X;X;X;X;;
ENG_2019;Uganda;X;X;X;X;X;X;;
TRN_2108;Transvaal;X;X;X;X;X;X;;
POR_2060;Mozambique;X;X;X;X;X;X;;
FRA_1884;Sierra leone;X;X;X;X;X;X;;
FRA_1813;Niger;X;X;X;X;X;X;;
FRA_1892;Ivory Coast;X;X;X;X;X;X;;
FRA_1893;Windward coast;X;X;X;X;X;X;;
FRA_1788;Gambia;X;X;X;X;X;X;;
FRA_1783;Senegal;X;X;X;X;X;X;;
FRA_1775;Mauritania;X;X;X;X;X;X;;
MOR_1696;Western Morocco;X;X;X;X;X;X;;
POR_2003;South Angola;X;X;X;X;X;X;;
POR_2006;East Angola;X;X;X;X;X;X;;
ALD_1718;Sahara;X;X;X;X;X;X;;
ALD_1714;West Sahara;X;X;X;X;X;X;;
TRI_1739;Libyan Desert;X;X;X;X;X;X;;
EGY_1754;Libya;X;X;X;X;X;X;;
FRA_1780;Inner Mauritania;X;X;X;X;X;X;;
ORA_2103;Free State;X;X;X;X;X;X;;
ENG_2092;North Cap;X;X;X;X;X;X;;
ENG_2083;Namaqualand;X;X;X;X;X;X;;
ENG_2096;South Cap;X;X;X;X;X;X;;
ENG_2087;Cape Colony;X;X;X;X;X;X;;
BEL_1992;Equator;X;X;X;X;X;X;;
FRA_1978;Congo;X;X;X;X;X;X;;
CNG;Congo;X;X;X;X;X;X;;
CNG_absolute_monarchy;Free State of the Congo;X;X;X;X;X;X;;
CNG_presidential_dictatorship;Zaire;X;X;X;X;X;X;;
CNG_hms_government;Congo;X;X;X;X;X;X;;
CNG_democracy;Zaire;X;X;X;X;X;X;;
CNG_ADJ;Congolez.;X;X;X;X;X;X;;
the_congo_conference_title;Host Congo Conference;X;X;X;X;X;X;;
the_congo_conference_desc;"In 1884, an international ""Conference on the Congo"" or ""Berlin Conference"" was held in Berlin, convened at the initiative of the German Chancellor Bismarck.The result of the conference was the ""General Act"", which secured for the great powers their present possessions in Africa, and also confirmed the status of the free state of the Congo as the personal possession of the Belgian kings.What will be the result this time? Host Congo Conference and Spin the Roulette! We must be prepared for the fact that sending out invitations, making a decision on participation in the conference, as well as the path of foreign ambassadors to our capital will take several months.";X;X;X;X;X;X;;
EVTNAME19330;$CAPITAL$ conference;X;X;X;X;X;X;;
EVTDESC19330;“I don’t want to miss the chance to participate in the carving of the African pie.?\n- Leopold II, King of Belgium \n \nPreparations for the international conference on the status of African colonies in the $COUNTRY_ADJ$ capital have been going on for a long time, and today $MONARCHTITLE$ is ready to send out invitations to the conference to representatives of all interested parties.The main issue of the conference will be the issue of the status of the Congo.One of the powers will receive the exclusive right to seize the lands of the Congo.Second-class powers and powers without colonial possessions, which, however, claim land in the Congo, will receive negotiating privileges.;X;X;X;X;X;X;;
EVTOPTA19330;Great, we are sending out invitations!;X;X;X;X;X;X;;
EVTOPTB19330;I think it would be wise to do nothing ...;X;X;X;X;X;X;;
EVTNAME19335;Congo Conference;X;X;X;X;X;X;;
EVTDESC19335;$MONARCHTITLE$, $FROMCOUNTRY$ is hosting a major international conference on the division of Africa among the great powers.The main topic of the agenda is the issue of Congo ownership, and the most likely outcome will be that the entire Congo will fall into the hands of one of the powers.Most civilized countries have decided to send a representative to the conference, but it may turn out that the cost of sending a delegate from our country may be too expensive for our treasury.;X;X;X;X;X;X;;
EVTOPTA19335; do not want to miss the chance to participate in the carving of the African pie;X;X;X;X;X;X;;
EVTOPTB19335;I don't think this conference deserves our attention.;X;X;X;X;X;X;;
EVTNAME19340;Free State of the Congo!;X;X;X;X;X;X;;
EVTDESC19340;“The Free State of Congo is unique in its own way.I don’t hide anything from anyone and don’t owe anything to anyone ”\n- Leopold II, King of Belgium \n \nThe Congo Conference has finally come to a solution to the Congolese issue.The conference has ended and the General Act, released today, states that $COUNTRY$ will receive the exclusive right to govern, colonize and exploit the wealth of the Congo.The Free State of the Congo will be ruled by $COUNTRY$, but will formally be considered a separate state.This will help other powers to accelerate the establishment of trade relations with the Congo and help unlock the country's potential.;X;X;X;X;X;X;;
EVTOPTA19340;Good.;X;X;X;X;X;X;;
CNG_liberal;Liberal Party;X;X;X;X;X;X;;
CNG_conservative;Conservative Party;X;X;X;X;X;X;;
CNG_socialist;Socialist party;X;X;X;X;X;X;;
CNG_communist;Communist party;X;X;X;X;X;X;;
