start_propaganda_title;Начать пропагандистскую кампанию;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
start_propaganda_desc;“Тот, кто хочет убеждать, должен вкладывать доверие в правильные слова, а не в правильные аргументы. Сила звука всегда была выше, чем сила смысла ”\nСовещание в $ CAPITAL $ с высокопоставленными лицами  $ COUNTRY_ADJ $ правительства предложило пропагандистские усилия по усилению поддержки народа $ COUNTRY_ADJ $ правительству. Мы можем активизировать нашу военную мощь или укрепить правительство. Однако нет никаких гарантий, что мы добьемся успеха. Если, конечно, пресса не контролируется государством ...;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
call_allies_cleanup_title;Позвать союзников для зачистки;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
call_allies_cleanup_desc;Это удаляет флаг, как только мир достигнут. Раньше было событием.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dissolve_the_upper_house_title;Распустить Верхнюю Палату;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dissolve_the_upper_house_desc;Высшая исполнительная власть в $ COUNTRY_ADJ $ государстве исходит от $ CAPITAL $ через фигуру $ COUNTRY_ADJ $ монарха. Абсолютный монарх является высшей властью во всех делах государства, но бюрократия и военные являются столпами, которые поддерживают наше правительство. Кроме того, земельная аристократия, которая часто выступает в роли бюрократии, ожидает и получает руководящие должности в правительстве. Это необходимо для нормальной работы $ COUNTRY_ADJ $ государства. Аристократы - это генерал-губернаторы, тайные советники, высокопоставленные чиновники, министры, судьи и исполнители решений монарха. Для выполнения этих функций существует несколько государственных учреждений, в которых проживает помещичье дворянство - Комитет министров $ СТРАНА, Правительственный сенат, Государственный совет. Они помогают разрабатывать и применять законы, управлять внешней и внутренней политикой, планировать войны и управлять военными, консультировать $ COUNTRY_ADJ $ монарха, а также отправлять на суд. Монарх все еще может и имеет последнее слово во всех этих вопросах, и его королевская прерогатива - покончить с назначенными в настоящее время аристократами и выбрать новых. Сделав этот шаг - эффективно распустив верхнюю палату и назначив новых министров, - $ COUNTRY_ADJ $ монарх может окружить себя подлецами и мелкой знатью, которые готовы делать все, что он от них хочет, - по крайней мере, на время. Этот разрыв в невысказанном соглашении между монархом и бюрократами, монархом и аристократией, будет иметь последствия - помимо разоблачения внутренних интриг в правительстве перед международным сообществом, он наверняка разозлит дворян и посеет недовольство в правительственных рядах.;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_african_diaspora_cultures_title;Статья №3: Сегрегация африканского диаспоры;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_african_diaspora_cultures_desc;"§W""Первоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  the §Yафриканской диаспоры - к ним относятся Афроамериканцы, Афрокарибцы, Афролатиноамериканцы, Афробразильцы, Афроантиллийцы и Креолы§W- от остального населения. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Африканцев должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 3 очка к шкале ""замедления"". Начиная с 4 очков, каждые 2 очка снижают скорость на 20%. ";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_central_african_title;Статья №3: Центральноафриканская Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_central_african_desc;"§W""Первоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YЦентральной Африки - к ним относятся, Баконго, Багирми, Фан, Канури, Бакуба, Люба, Лунда, Ленду, Кингвана, Чокве, Каванго-Кимбунду, Монго, Сара-Багирми, Тубу, Убанги, Северо-Западные Банту и Центральные Банту§W- от остального населения. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Африканцев должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 3 очка к шкале ""замедления"". Начиная с 4 очков, каждые 2 очка снижают скорость на 20%. ";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_east_african_title;Статья №3: Восточноафриканская Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_east_african_desc;"§W""Первоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YВосточной Африки - к ним относятся Амхара, Афар, Азанде, Баганда, Пиво, Динка, Мех, Харари, Кефифо, Кикую-Камба, Ло, Календжин-Масаи, Нуер, Нуба, Оромо, Руандийцы, Сомали, Сукума, Суахили, Тиграй, Ньянга, Киломберо Банту, Кушиты и Нилотики§W- от остального населения. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Африканцев должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 3 очка к шкале ""замедления"". Начиная с 4 очков, каждые 2 очка снижают скорость на 20%. ";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_southern_african_title;Статья №3: Южноафриканская Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_southern_african_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YЮжной Африки - к ним относятся Чева, Ньяса, Хереро, Койсан, Макуа, Малагасийский, Нгуни, Южный Банту, Овумунду, Сена, Шона, Тонга, Яо-Макондэ, Ксоса, Тсвана и Зулу§W- от остального населения. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Африканцев должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 3 очка к шкале ""замедления"". Начиная с 4 очков, каждые 2 очка снижают скорость на 20%. ";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_west_african_title;Статья №3: Западноафриканская Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_west_african_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YЗападной Африки - к ним относятся Акан, Бамбара, Дюла, Эдо, Эве, Фон, Фулбе, Хауса, Иджоу, Ибо, Кру, Манде, Западнонигриты, Мосси, Мех, Сенуфо, Сонгхай, Бантоиды, Тияперы, Волоф, Йоруба и Ква§W- от остального населения. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Африканцев  должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 3 очка к шкале ""замедления"". Начиная с 4 очков, каждые 2 очка снижают скорость на 20%. ";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_pan_albanian_title;Статья №3: Албанская Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_pan_albanian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YАлбанцев§W. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Албанцев должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 1 очко к шкале замедления. Начиная с 4 очков, каждые 2 очка снижают скорость на 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_arab_title;Статья №3: Арабская Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_arab_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YАрабов - к ним относятся Магрибы, Мисри, Машрики, Бедуины, Берберы, Мавры и Суданцы§W-от остального населения. Для исполнения такой задачи понадобится введение регистрационного поставновления и аналогичных мер. Все права на свободу для Африканцев должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YДобавляет 3 очка к шкале ""замедления"". Начиная с 4 очков, каждые 2 очка снижают скорость на 20%. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_central_asian_title;Статья №3: Central Asian Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_central_asian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YCentral Asia - that is, the Mongols, Siberians, Yakut, Tibetans and Nepali §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. Все права на свободу для Asians должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.   Asian self-government with Asian officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 2 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_east_asian_title;Статья №3: East Asian Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_east_asian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YEast Asia - that is, the Manchu, Beifaren, Nanfaren, Hakka, Miao, Min, Zhuang, Yi and Yue §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. Все права на свободу для Asians должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.   Asian self-government with Asian officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 8 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_far_east_asian_title;Статья №3: Far-East Asians Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_far_east_asian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  the §YFar East - that is, the Japanese, Korean and Ainu §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. Все права на свободу для Asians должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.   Asian self-government with Asian officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 6 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_south_asian_title;Статья №3: Indian Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_south_asian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YIndia - that is, the Assamese, Bihari, Manipuri, Oriya, Sinhala, Awadhi, Kanauji, Kashmiri, Gujarati, Marathi, Rajput, Kannada, Malayalam, Tamil and Telegu §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Indian population by the introduction of a registration order and similar appropriate measures. Все права на свободу для Indians должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Indian self-government with Indian officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 8 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_southeast_asian_title;Статья №3: Southeast Asian Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_southeast_asian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YSoutheast Asia - that is, the Vietnamese, Khmer, Malay, Javanese, Filipinos, Moluccans, Thai, Lao, Shan, Burmese, Kachin, Karen and other Asian Minor §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Asian population by the introduction of a registration order and similar appropriate measures. Все права на свободу для Asians должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Asian self-government with Asian officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds  points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_baltic_title;Статья №3: Baltic Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_baltic_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  §YBaltics - that is, the Lithuanians, Latvians, and Estonians §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Baltic population by the introduction of a registration order and similar appropriate measures. Все права на свободу для Baltics должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Baltic self-government with Baltic officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 2 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_beneluxian_title;Статья №3: Beneluxian Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_beneluxian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  the §YBenelux region - that is, the Dutch, Flemish, and Walloons §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Benelux population by the introduction of a registration order and similar appropriate measures. Все права на свободу для the Benelux должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Benelux self-government with Benelux officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 2 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_british_title;Статья №3: British Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_british_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  the §YBritish Islands - that is, the British, Irish, and Scottish §W- from the rest of the population. In the execution of this, first of all, is the seizing of the British population by the introduction of a registration order and similar appropriate measures. Все права на свободу для the British должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  British self-government with British officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 4 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_caucasian_title;Статья №3: Caucasus Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_caucasian_desc;"§WПервоочередной задачей $COUNTRY_ADJ$ политики должна стать сегрегация наших граждан от  the §YCaucasus - that is, the Dagestani, Chechens, and Circassians §W- from the rest of the population. In the execution of this, first of all, is the seizing of the Caucasus population by the introduction of a registration order and similar appropriate measures. Все права на свободу для the Caucasus peoples должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Caucasus self-government with officials from the Caucasus. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 2 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_czecho_slovak_culture_group_title;Статья №3: Czech-Slovak Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_czecho_slovak_culture_group_desc;"§WThe first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the §YCzech-Slovak population§W from the rest of the population. In the execution of this, first of all, is the seizing of the Czech-Slovak population by the introduction of a registration order and similar appropriate measures. Все права на свободу для the Czech-Slovak peoples должны быть отменены. Они должны быть помещены в сегрегационные лагеря и в то же время, должны быть отделены по половому признаку. Эти лагеря могут быть поставлены под контроль их местного лидера.  Czech-Slovak self-government with Czech-Slovak officials. Однако защита границы диаспоры является обязанностью полиции.""\n\n§YAdds 2 points to the ""slowdown"" scale. Starting at 4 points, every 2 points will decrease speed by 20%.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;xx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intern_french_title;Статья №3: French Сегрегация;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
