PROV147;Джоплин;X
PROV148;Молден;X
PROV149;Джефферсон-Сити;X
PROV150;Канзас-Сити;X
PROV151;Де-Мойн;X
PROV152;Оскалуса;X
PROV153;Сидар-Рапидс;X
PROV154;Су-Сити;X
PROV155;Миннеаполис;X
PROV156;Грэнит-Фоллз;X
PROV157;Мурхед;X
PROV158;Дулут;X
PROV159;Милуоки;X
PROV160;О-Клэр;X
PROV161;Грин-Бей;X
PROV162;Мэдисон;X
PROV163;Чикаго;X
PROV164;Рокфорд;X
PROV165;Шампэйн;X
PROV166;Пеория;X
PROV167;Спрингфилд;X
PROV168;Карбондейл;X
PROV169;Индианаполис;X
PROV170;Эвансвилл;X
PROV171;Саут-Бенд;X
PROV172;Форт-Уэйн;X
PROV173;Детройт;X
PROV174;Гранд-Рапидс;X
PROV175;Сагино;X
PROV176;Траверс-Сити;X
PROV177;Маркетт;X
PROV178;Кливленд;X
PROV179;Коламбус;X
PROV180;Сандаски;X
PROV181;Дейтон;X
PROV182;Цинцинатти;X
PROV183;Мариетта;X
PROV184;Луисвиль;X
PROV185;Лексингтон;X
PROV186;Боулинг-Грин;X
PROV187;Падьюка;X
PROV188;Нэшвилл;X
PROV189;Мемфис;X
PROV190;Ноксвилл;X
PROV191;Чаттануга;X
PROV192;Джексон;X
PROV193;Виксбург;X
PROV194;Билокси;X
PROV195;Монтгомери;X
PROV196;Тускалуса;X
PROV197;Мобил;X
PROV198;Таллахасси;X
PROV199;Сент-Огастин;X
PROV200;Тампа;X
PROV201;Атланта;X
PROV202;Валдоста;X
PROV203;Бермуды;X
PROV204;Саванна;X
PROV205;Чарлстон;X
PROV206;Колумбия;X
PROV207;Гринвилл;X
PROV208;Роли;X
PROV209;Шарлотт;X
PROV210;Уилмингтон;X
PROV211;Ричмонд;X
PROV212;Манассас;X
PROV213;Фредериксберг;X
PROV214;Норфолк;X
PROV215;Стаунтон;X
PROV216;Роанок;X
PROV217;Уилинг;X
PROV218;Хантингтон;X
PROV219;Балтимор;X
PROV220;Вашингтон;X
PROV221;Хейгерстаун;X
PROV222;Дувр;X
PROV223;Филадельфия;X
PROV224;Скрантон;X
PROV225;Уильямспорт;X
PROV226;Гаррисберг;X
PROV227;Питтсбург;X
PROV228;Эри;X
PROV229;Ньюарк;X
PROV230;Трентон;X
PROV231;Атлантик-Сити;X
PROV232;Нью-Йорк;X
PROV233;Лонг-Айленд;X
PROV234;Олбани;X
PROV235;Бингемтон;X
PROV236;Баффало;X
PROV237;Рочестер;X
PROV238;Сиракузы;X
PROV239;Уотертаун;X
PROV240;Платтсберг;X
PROV241;Хартфорд;X
PROV242;Провиденс;X
PROV243;Бостон;X
PROV244;Нью-Бедфорд;X
PROV245;Питтсфилд;X
PROV246;Берлингтон;X
PROV247;Конкорд;X
PROV248;Льюистон;X
PROV249;Бангор;X
PROV250;Карибу;X
PROV251;Годхоб;X
PROV252;Исландия;X
PROV253;Фарерские о-ва;X
PROV254;Белфаст;X
PROV255;Лондондерри;X
PROV256;Арма;X
PROV257;Донегол;X
PROV258;Голуэй;X
PROV259;Слайго;X
PROV260;Корк;X
PROV261;Лимерик;X
PROV262;Уотерфорд;X
PROV263;Дублин;X
PROV264;Килдэр;X
PROV265;Уэксфорд;X
PROV266;Абердин;X
PROV267;Инвернесс;X
PROV268;Данди;X
PROV269;Эдинбург;X
PROV270;Стирлинг;X
PROV271;Глазго;X
PROV272;Дамфриз;X
PROV273;Кардифф;X
PROV274;Кардиган;X
PROV275;Лландриндод;X
PROV276;Холихед;X
PROV277;Ливерпуль;X
PROV278;Манчестер;X
PROV279;Карлайл;X
PROV280;Ньюкастл-Апон-Тайн;X
PROV281;Халл;X
PROV282;Лидс;X
PROV283;Шеффилд;X
PROV284;Бирмингем;X
PROV285;Честер;X
PROV286;Шрусбери;X
PROV287;Ковентри;X
PROV288;Ноттингем;X
PROV289;Лестер;X
PROV290;Линкольн;X
PROV291;Кембридж;X
PROV292;Ипсуич;X
PROV293;Хелмсфорд;X
PROV294;Оксфорд;X
PROV295;Сент-Олбанз;X
PROV296;Бристоль;X
PROV297;Солсбери;X
PROV298;Бат;X
PROV299;Плимут;X
PROV300;Лондон;X
PROV301;Кентербери;X
PROV302;Брайтон;X
PROV303;Саутгемптон;X
PROV304;О-в Мэн;X
PROV305;Тронхейм;X
PROV306;Бодо;X
PROV307;Хаммерфест;X
PROV308;Олесунн;X
PROV309;Берген;X
PROV310;Кристиансун;X
PROV311;Скиен;X
PROV312;Драммен;X
PROV313;Христиания;X
PROV314;Хамар;X
PROV315;Лиллехаммер;X
PROV316;Фредрикстад;X
PROV317;Евле;X
PROV318;Сундсвалль;X
PROV319;Эстерсунд;X
PROV320;Умео;X
PROV321;Лулео;X
PROV322;Стокгольм;X
PROV323;Фалун;X
PROV324;Уппсала;X
PROV325;Норрчепинг;X
PROV326;Вестерос;X
PROV327;Эребру;X
PROV328;Карлстад;X
PROV329;Гетеборг;X
PROV330;Борас;X
PROV331;Готланд;X
PROV332;Кальмар;X
PROV333;Вексье;X
PROV334;Мальме;X
PROV335;Карлскрона;X
PROV336;Оулу;X
PROV337;Каяани;X
PROV338;Торнио;X
PROV339;Выборг;X
PROV340;Котка;X
PROV341;Миккели;X
PROV342;Куопио;X
PROV343;Хельсинки;X
PROV344;Хямеенлинна;X
PROV345;Турку;X
PROV346;Вааса;X
PROV347;Тампере;X
PROV348;Аландские о-ва;X
PROV349;Ревель;X
PROV350;Нарва;X
PROV351;Пярну;X
PROV352;Дерпт;X
REMOVE_PROV353;Куресааре;X
PROV354;Рига;X
PROV355;Валмиера;X
PROV356;Даугавпилс;X
PROV357;Елгава;X
PROV358;Вентспилс;X
PROV359;Лиепая;X
PROV360;Вильнюс;X
PROV361;Каунас;X
PROV362;Мариямполе;X
PROV363;Паневежис;X
PROV364;Шяуляй;X
PROV365;Паланга;X
PROV366;Орхус;X
PROV367;Ольборг;X
PROV368;Рибе;X
PROV369;Киль;X
PROV370;Фленсбург;X
PROV371;Обенро;X
PROV372;Копенгаген;X
PROV373;Оденсе;X
PROV374;Борнхольм;X
PROV375;Амстердам;X
PROV376;Роттердам;X
PROV377;Утрехт;X
PROV378;Мидделбург;X
PROV379;Эйндховен;X
PROV380;Бреда;X
PROV381;Маастрихт;X
PROV382;Арнем;X
PROV383;Гронинген;X
PROV384;Зволле;X
PROV385;Леуварден;X
PROV386;Ассен;X
PROV387;Брюссель;X
PROV388;Брюгге;X
PROV389;Гент;X
PROV390;Антверпен;X
PROV391;Хасселт;X
PROV392;Намюр;X
PROV393;Турне;X
PROV394;Шарлеруа;X
PROV395;Льеж;X
PROV396;Спа;X
PROV397;Люксембург;X
PROV398;Арлон;X
PROV399;Лилль;X
PROV400;Дюнкерк;X
PROV401;Аррас;X
PROV402;Амьен;X
PROV403;Лаон;X
PROV404;Камбре;X
PROV405;Шарлевиль;X
PROV406;Труа;X
PROV407;Шомон;X
PROV408;Шалон;X
PROV409;Страсбург;X
PROV410;Кольмар;X
PROV411;Нанси;X
PROV412;Мец;X
PROV413;Верден;X
PROV414;Эпиналь;X
PROV415;Руан;X
PROV416;Эвре;X
PROV417;Алансон;X
PROV418;Кан;X
PROV419;Нормандские о-ва;X
PROV420;Брест;X
PROV421;Сен-Брие;X
PROV422;Ван;X
PROV423;Нант;X
PROV424;Рен;X
PROV425;Париж;X
PROV426;Шартр;X
PROV427;Фонтенбло;X
PROV428;Дижон;X
PROV429;Осер;X
PROV430;Мулен;X
PROV431;Макон;X
PROV432;Безансон;X
PROV433;Лон;X
PROV434;Анжер;X
PROV435;Лаваль;X
PROV436;Ле-Ман;X
PROV437;Ла-Рош;X
PROV438;Орлеан;X
PROV439;Бурж;X
PROV440;Блуа;X
PROV441;Тур;X
PROV442;Ла-Рошель;X
PROV443;Пуатье;X
PROV444;Ангулем;X
PROV445;Лимож;X
PROV446;Шаторуа;X
PROV447;Тюль;X
PROV448;Клермон-Ферран;X
PROV449;Орийак;X
PROV450;Каор;X
PROV451;Лион;X
PROV452;Сент-Этьен;X
PROV453;Валанс;X
PROV454;Гренобль;X
PROV455;Тулуза;X
PROV456;Монтобан;X
PROV457;Фуа;X
PROV458;Бордо;X
PROV459;Мон-де-Марсан;X
PROV460;По;X
PROV461;Монпелье;X
PROV462;Родез;X
PROV463;Каркассон;X
PROV464;Перпиньян;X
PROV465;Анси;X
PROV466;Шамбери;X
PROV467;Марсель;X
PROV468;Авиньон;X
PROV469;Динь;X
PROV470;Тулон;X
PROV471;Фрежюс;X
PROV472;Ницца;X
PROV473;Корсика;X
PROV474;Ла-Корунья;X
PROV475;Овьедо;X
PROV476;Виго;X
PROV477;Леон;X
PROV478;Сантандер;X
PROV479;Бургос;X
PROV480;Вальядолид;X
PROV481;Сория;X
PROV482;Саламанка;X
PROV483;Авила;X
PROV484;Бадахос;X
PROV485;Альмендралехо;X
PROV486;Касерес;X
PROV487;Мадрид;X
PROV488;Сигуэнса;X
PROV489;Толедо;X
PROV490;Куэнка;X
PROV491;Сьюдад-Реал;X
PROV492;Бильбао;X
PROV493;Памплона;X
PROV494;Логроньо;X
PROV495;Сарагоса;X
PROV496;Уэска;X
PROV497;Теруэль;X
PROV498;Барселона;X
PROV499;Жерона;X
PROV500;Лерида;X
PROV501;Таррагона;X
PROV502;Балеарские о-ва;X
PROV503;Валенсия;X
PROV504;Кастельон;X
PROV505;Аликанте;X
PROV506;Картахена;X
PROV507;Мурсия;X
PROV508;Альбасете;X
PROV509;Севилья;X
PROV510;Кордова;X
PROV511;Уэльва;X
PROV512;Кадис;X
PROV513;Гранада;X
PROV514;Малага;X
PROV515;Альмерия;X
PROV516;Хаэн;X
PROV517;Гибралтар;X
PROV518;Порто;X
PROV519;Вила-Реал;X
PROV520;Ковилья;X
PROV521;Лиссабон;X
PROV522;Коимбра;X
PROV523;Абрантиш;X
PROV524;Сетубал;X
PROV525;Эвора;X
PROV526;Бежа;X
PROV527;Фару;X
PROV528;Гамбург;X
PROV529;Лауэнбург;X
PROV530;Любек;X
PROV531;Штаде;X
PROV532;Люнебург;X
PROV533;Гельголанд;X
PROV534;Ганновер;X
PROV535;Ниенбург;X
PROV536;Брауншвейг;X
PROV537;Геттинген;X
PROV538;Оснабрюк;X
PROV539;Бремен;X
PROV540;Ольденбург;X
PROV541;Клоппенбург;X
PROV542;Линген;X
PROV543;Эмден;X
PROV544;Шверин;X
PROV545;Нойштрелитц;X
PROV546;Штеттин;X
PROV547;Свинемюнде;X
PROV548;Штральзунд;X
PROV549;Берлин;X
PROV550;Пренцлау;X
PROV551;Притцвальк;X
PROV552;Котбус;X
PROV553;Магдебург;X
PROV554;Эрфурт;X
PROV555;Дессау;X
PROV556;Галле;X
PROV557;Штендаль;X
PROV558;Дрезден;X
PROV559;Лейпциг;X
PROV560;Хемниц;X
PROV561;Веймар;X
PROV562;Гота;X
PROV563;Майнинген;X
PROV564;Франкфурт;X
PROV565;Висбаден;X
PROV566;Кассель;X
PROV567;Гессен;X
PROV568;Фульда;X
PROV569;Мангейм;X
PROV570;Майнц;X
PROV571;Кайзерслаутерн;X
PROV572;Трир;X
PROV573;Саарбрюккен;X
PROV574;Крейцнах;X
PROV575;Кельн;X
PROV576;Ахен;X
PROV577;Клеве;X
PROV578;Дюссельдорф;X
PROV579;Кобленц;X
PROV580;Дортмунд;X
PROV581;Мюнстер;X
PROV582;Минден;X
PROV583;Зиген;X
PROV584;Корбах;X
PROV585;Детмольд;X
PROV586;Карлсруэ;X
PROV587;Фрайбург;X
PROV588;Констанц;X
PROV589;Штуттгарт;X
PROV590;Хайльбронн;X
PROV591;Тюбинген;X
PROV592;Аугсбург;X
PROV593;Ульм;X
PROV594;Зигмаринген;X
PROV595;Нюрнберг;X
PROV596;Ашаффенбург;X
PROV597;Вюрцбург;X
PROV598;Байройт;X
PROV599;Мюнхен;X
PROV600;Ландсхут;X
PROV601;Ингольштадт;X
PROV602;Регенсбург;X
PROV603;Цюрих;X
PROV604;Базель;X
PROV605;Берн;X
PROV606;Люцерн;X
PROV607;Женева;X
PROV608;Невшатель;X
PROV609;Сьон;X
PROV610;Понапе;X
PROV611;Кур;X
PROV612;Инсбрук;X
PROV613;Зальцбург;X
PROV614;Брегенц;X
PROV615;Лиенц;X
PROV616;Грац;X
PROV617;Юденбург;X
PROV618;Клагенфурт;X
PROV619;Вена;X
PROV620;Санкт-Пельтен;X
PROV621;Кремс;X
PROV622;Линц;X
PROV623;Шопрон;X
PROV624;Айзенштадт;X
PROV625;Прага;X
PROV626;Градец-Кралове;X
PROV627;Карлсбад;X
PROV628;Аусиг;X
PROV629;Пльзень;X
PROV630;Будеевице;X
PROV631;Брно;X
PROV632;Оломоуц;X
PROV633;Братислава;X
PROV634;Тренчин;X
PROV635;Нитра;X
PROV636;Банска-Бистрица;X
PROV637;Кошице;X
PROV638;Рожнява;X
PROV639;Залаэгерсег;X
PROV640;Печ;X
PROV641;Будапешт;X
PROV642;Дьер;X
PROV643;Секешфехевар;X
PROV644;Капошвар;X
PROV645;Кечкемет;X
PROV646;Мишкольц;X
PROV647;Орадя;X
PROV648;Дебрецен;X
PROV649;Сегед;X
PROV650;Бекешчаба;X
PROV651;Сату-Маре;X
PROV652;Тимишоара;X
PROV653;Резицабанья;X
PROV654;Клуж;X
PROV655;Алба-Юлия;X
PROV656;Дева;X
PROV657;Сибиу;X
PROV658;Гавайи;X
PROV659;Брашов;X
PROV660;Удвархеш;X
PROV661;Бештерце;X
PROV662;Черновцы;X
PROV663;Сучава;X
PROV664;Бухарест;X
PROV665;Тыргу-Жиу;X
PROV666;Крайова;X
PROV667;Тырговиште;X
PROV668;Браилов;X
PROV669;Кэлэраши;X
PROV670;Яссы;X
PROV671;Ботошани;X
PROV672;Бакэу;X
PROV673;Галац;X
PROV674;Констанца;X
PROV675;Тулча;X
PROV676;Кишинев;X
PROV677;Бельцы;X
PROV678;Измаил;X
PROV679;Кольберг;X
PROV680;Кослин;X
PROV681;Кюстрин;X
PROV682;Бреслау;X
PROV683;Лигниц;X
PROV684;Оппель;X
PROV685;Каттовиц;X
PROV686;О-ва Лайн;X
PROV687;Герлиц;X
PROV688;Троппау;X
PROV689;Тешин;X
PROV690;Данциг;X
PROV691;Тухель;X
PROV692;Дойч-Крона;X
PROV693;Эльбинг;X
PROV694;Торунь;X
PROV695;Кенигсберг;X
PROV696;Алленштейн;X
PROV697;Гумбиннен;X
PROV698;Мемель;X
PROV699;Познань;X
PROV700;Бромберг;X
PROV701;Гнезно;X
PROV702;Львов;X
PROV703;Краков;X
PROV704;Новы-Сонч;X
PROV705;Пшемысль;X
PROV706;Варшава;X
PROV707;Сувалки;X
PROV708;Плоцк;X
PROV709;Ломжа;X
PROV710;Скерневице;X
PROV711;Седлец;X
PROV712;Лодзь;X
PROV713;Радом;X
PROV714;Тарнув;X
PROV715;Люблин;X
PROV716;Кельце;X
PROV717;Калиш;X
PROV718;Минск;X
PROV719;Белосток;X
PROV720;Турин;X
PROV721;Аоста;X
PROV722;Новара;X
PROV723;Алессандрия;X
PROV724;Генуя;X
PROV725;Савона;X
PROV726;Милан;X
PROV727;Бергамо;X
PROV728;Брешиа;X
PROV729;Венеция;X
PROV730;Верона;X
PROV731;Падуя;X
PROV732;Тревизо;X
PROV733;Удине;X
PROV734;Трент;X
PROV735;Больцано;X
PROV736;Триест;X
PROV737;Горица;X
PROV738;Парма;X
PROV739;Модена;X
PROV740;Масса;X
PROV741;Болонья;X
PROV742;Феррара;X
PROV743;Равенна;X
PROV744;Флоренция;X
PROV745;Ливорно;X
PROV746;Лукка;X
PROV747;Сиена;X
PROV748;Гросетто;X
PROV749;Рим;X
PROV750;Витербо;X
PROV751;Перуджа;X
PROV752;Анкона;X
PROV753;Аквила;X
PROV754;Неаполь;X
PROV755;Салерно;X
PROV756;Бари;X
PROV757;Фоджа;X
PROV758;Бриндизи;X
PROV759;Реджо-ди-Калабрия;X
PROV760;Катандзаро;X
PROV761;Потенца;X
PROV762;Палермо;X
PROV763;Мессина;X
PROV764;Катания;X
PROV765;Кальяри;X
PROV766;Сассари;X
PROV767;Марибор;X
PROV768;Любляна;X
PROV769;Постойна;X
PROV770;Пула;X
PROV771;Загреб;X
PROV772;Сисак;X
PROV773;Карловац;X
PROV774;Сенья;X
PROV775;Вараздин;X
PROV776;Беловар;X
PROV777;Пожега;X
PROV778;Фиуме;X
PROV779;Осиек;X
PROV780;Сплит;X
PROV781;Задар;X
PROV782;Дубровник;X
PROV783;Сараево;X
PROV784;Бихач;X
PROV785;Баня-Лука;X
PROV786;Тузла;X
PROV787;Фоча;X
PROV788;Мостар;X
PROV789;Ливно;X
PROV790;Китве;X
PROV791;Митровица;X
PROV792;Панчево;X
PROV793;Вуковар;X
PROV794;Белград;X
PROV795;Бор;X
PROV796;Крагуевац;X
PROV797;Ужице;X
PROV798;Ниш;X
PROV799;Лесковац;X
PROV800;Улцинь;X
PROV801;Таити;X
PROV802;Приштина;X
PROV803;Призрен;X
PROV804;Нови-Пазар;X
PROV805;Салоники;X
PROV806;Скопье;X
PROV807;Битола;X
PROV808;Петрич;X
PROV809;София;X
PROV810;Видин;X
PROV811;Русе;X
PROV812;Плевна;X
PROV813;Шумен;X
PROV814;Варна;X
PROV815;Пловдив;X
PROV816;Стара-Загора;X
PROV817;Бургас;X
PROV818;Силистре;X
PROV819;Флорина;X
PROV820;Гревена;X
PROV821;Эдесса;X
PROV822;Полигирос;X
PROV823;Кавала;X
PROV824;Янина;X
PROV825;Арта;X
PROV826;Корфу;X
PROV827;Закинфа;X
PROV828;Эдирне;X
PROV829;Ксанте;X
PROV830;Дедеагач;X
PROV831;Лариса;X
PROV832;Волос;X
PROV833;Триккала;X
PROV834;Афины;X
PROV835;Амфиса;X
PROV836;Ламия;X
PROV837;Миссолонги;X
PROV838;Халкис;X
PROV839;Нафплион;X
PROV840;Коринф;X
PROV841;Каламата;X
PROV842;Патры;X
PROV843;Хиос;X
PROV844;Мителин;X
PROV845;Циклады;X
PROV846;Додеканес;X
PROV847;Ханья;X
PROV848;Ираклион;X
PROV849;Тирана;X
PROV850;Шкодер;X
PROV851;Дуррес;X
PROV852;Влера;X
PROV853;Гирокастра;X
PROV854;Мальта;X
PROV855;Никосия;X
PROV856;Лимасол;X
PROV857;Фамагуста;X
PROV858;Кырыккале;X
PROV859;Галлиполи;X
PROV860;Стамбул;X
PROV861;Ускюдар;X
PROV862;Измит;X
PROV863;Бурса;X
PROV864;Балыкесир;X
PROV865;Чанаккале;X
PROV866;Афьон;X
PROV867;Кютахья;X
PROV868;Эскешехир;X
PROV869;Измир;X
PROV870;Маниса;X
PROV871;Денизли;X
PROV872;Мугла;X
PROV873;Конья;X
PROV874;Бурдур;X
PROV875;Анталия;X
PROV876;Анкара;X
PROV877;Амасья;X
PROV878;Кайсери;X
PROV879;Сивас;X
PROV880;Кастамону;X
PROV881;Болу;X
PROV882;Трапезунд;X
PROV883;Синоп;X
PROV884;Гиресун;X
PROV885;Карс;X
PROV886;Ардахан;X
PROV887;Эрзерум;X
PROV888;Эрзынджан;X
PROV889;Малатья;X
PROV890;Ван;X
PROV891;Битлис;X
PROV892;Хаккари;X
PROV893;Диярбакыр;X
PROV894;Адана;X
PROV895;Мерсин;X
PROV896;Мараш;X
PROV897;Алеппо;X
PROV898;Антеп;X
PROV899;Урфа;X
PROV900;Антиохия;X
PROV901;Дайр-эз-Заур;X
PROV902;Дамаск;X
PROV903;Хомс;X
PROV904;Хама;X
PROV905;Латакия;X
PROV906;Сувейда;X
PROV907;Пальмира;X
PROV908;Амман;X
PROV909;Джераш;X
PROV910;Рувейшид;X
PROV911;Маан;X
PROV912;Баальбек;X
PROV913;Бейрут;X
PROV914;Аскалех;X
PROV915;Сидон;X
PROV916;Акра;X
PROV917;Иерусалим;X
PROV918;Наблус;X
PROV919;Яффа;X
PROV920;Газа;X
PROV921;Беер-Шева;X
PROV922;Акаба;X
PROV923;Мосул;X
PROV924;Эрбиль;X
PROV925;Киркук;X
PROV926;Багдад;X
PROV927;Самарра;X
PROV928;Мендели;X
PROV929;Кербела;X
PROV930;Кут;X
PROV931;Рутбах;X
PROV932;Басра;X
PROV933;Насирия;X
PROV934;Наджаф;X
PROV935;Кувейт;X
PROV936;Гродно;X
PROV937;Брест-Литовск;X
PROV938;Лида;X
PROV939;Слоним;X
PROV940;Пинск;X
PROV941;Слуцк;X
PROV942;Мозырь;X
PROV943;Смоленск;X
PROV944;Орша;X
PROV945;Витебск;X
PROV946;Полоцк;X
PROV947;Поставы;X
PROV948;Могилев;X
PROV949;Гомель;X
PROV950;Ужгород;X
PROV951;Стрый;X
PROV952;Тернополь;X
PROV953;Станиславов;X
PROV954;Винница;X
PROV955;Проскуров;X
PROV956;Ровно;X
PROV957;Ковель;X
PROV958;Киев;X
PROV959;Коростень;X
PROV960;Житомир;X
PROV961;Черкассы;X
PROV962;Чернигов;X
PROV963;Полтава;X
PROV964;Симферополь;X
PROV965;Херсон;X
PROV966;Керчь;X
PROV967;Севастополь;X
PROV968;Одесса;X
PROV969;Ольвиополь;X
PROV970;Николаев;X
PROV971;Кривой Рог;X
PROV972;Екатеринослав;X
PROV973;Мелитополь;X
PROV974;Краматорск;X
PROV975;Юзовка;X
PROV976;Мариуполь;X
PROV977;Курск;X
PROV978;Харьков;X
PROV979;Ростов;X
PROV980;Луганск;X
PROV981;Архангельск;X
PROV982;Петсамо;X
PROV983;Кандалакша;X
PROV984;Костомукша;X
PROV985;Мезень;X
PROV986;Нарьян-Мар;X
PROV987;Усть-Сысольск;X
PROV988;Повенец;X
PROV989;Вологда;X
PROV990;Котлас;X
PROV991;Углич;X
PROV992;Белозерск;X
PROV993;Вытегра;X
PROV994;Санкт-Петербург;X
PROV995;Петрозаводск;X
PROV996;Луга;X
PROV997;Гдов;X
PROV998;Тверь;X
PROV999;Ржев;X
PROV1000;Старица;X
PROV1001;Ярославль;X
PROV1002;Маньчжоули;X
PROV1003;Новгород;X
PROV1004;Тихвин;X
PROV1005;Боровичи;X
PROV1006;Псков;X
PROV1007;Великие Луки;X
PROV1008;Москва;X
PROV1009;Бородино;X
PROV1010;Калуга;X
PROV1011;Тула;X
PROV1012;Рязань;X
PROV1013;Владимир;X
PROV1014;Вязьма;X
PROV1015;Перемышль;X
PROV1016;Брянск;X
PROV1017;Орел;X
PROV1018;Белгород;X
PROV1019;Воронеж;X
PROV1020;Нижний Новгород;X
PROV1021;Пенза;X
PROV1022;Иваново;X
PROV1023;Кострома;X
PROV1024;Галич;X
PROV1025;Тамбов;X
PROV1026;Пермь;X
PROV1027;Ветлуга;X
PROV1028;Вятка;X
PROV1029;Глазов;X
PROV1030;Казань;X
PROV1031;Сарапул;X
PROV1032;Чистополь;X
PROV1033;Симбирск;X
PROV1034;Самара;X
PROV1035;Сызрань;X
PROV1036;Астрахань;X
PROV1037;Саратов;X
PROV1038;Новоузенск;X
PROV1039;Царицын;X
PROV1040;Заревка;X
PROV1041;Элиста;X
PROV1042;Уфа;X
PROV1043;Бузулук;X
PROV1044;Оренбург;X
PROV1045;Мигулинская;X
PROV1046;Чирская;X
PROV1047;Азов;X
PROV1048;Екатеринодар;X
PROV1049;Убыхия;X
PROV1050;Ставрополь;X
PROV1051;Адыгея;X
PROV1052;Дербент;X
PROV1053;Гуниб;X
PROV1054;Владикавказ;X
PROV1055;Грозный;X
PROV1056;Пятигорск;X
PROV1057;Кизляр;X
PROV1058;Екатеринбург;X
PROV1059;Челябинск;X
PROV1060;Орск;X
PROV1061;Тюмень;X
PROV1062;Березов;X
PROV1063;Томск;X
PROV1064;Омск;X
PROV1065;Нижневартовск;X
PROV1066;Тобольск;X
