EVTNAME23458;Восьмой Лауреат Нобелевской Премии По Физике;The Eighth Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23458;"2 февраля 1891 года, $COUNTRY_ADJ$ ученого, интересует способ крепления цветов солнечного спектра на фотографической пластинке, сообщил в Академию наук: ""я преуспел в получении изображения спектра своими красками на фотографической пластинке, где изображение остается неподвижным и может оставаться в дневное время без ухудшения"". В апреле 1892 года он смог сообщить, что ему удалось в производстве цветных изображений витраж, группа, флаги, ваза с апельсинами, увенчанный красным маком и разноцветный попугай. Он представил свою теорию цветной фотографии, используя интерференционным методом в двух статьях в Академии, в 1894 году, другой в 1906 году и ""за метод воспроизведения цвета фотографически на основе явления интерференции"" он был удостоен восьмой Нобелевской премии по физике в $YEAR$.";"On 2 February 1891, a $COUNTRY_ADJ$ scientist, interested in a method of fixing the colors of the solar spectrum on a photographic plate, announced to the Academy of Sciences: ""I have succeeded in obtaining the image of the spectrum with its colors on a photographic plate whereby the image remains fixed and can remain in daylight without deterioration."" By April 1892, he was able to report that he had succeeded in producing color images of a stained glass window, a group of flags, a bowl of oranges topped by a red poppy and a multicolored parrot. He presented his theory of color photography using the interference method in two papers to the Academy, one in 1894, the other in 1906 and for ""for his method of reproducing colors photographically based on the phenomenon of interference"" he was awarded the Eighth Nobel Prize in Physics in $YEAR$.";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23457;Седьмой Нобелевской Премии По Физике;The Seventh Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23457;"В $COUNTRY_ADJ$ мичман, увлекшись науками и проблема измерения скорости света, в частности, проводил свои первые опыты скорости света, в рамках демонстрационного класса в 1877 году. Его эксперимент был доработан, и в 1879 году, он измерил скорость света в воздухе должна быть 299,864 ± км/с, а расчетная скорость света в вакууме как 299,940 км/с. После двух лет учебы в Европе, он ушел из флота в 1881 году. В 1883 году он принял должность профессора физики в Университете $CAPITAL$ и сосредоточился на разработке улучшенного интерферометра. В 1887 году он проводил эксперимент, который, казалось, исключил существование эфира. Позже он перешел на использование астрономических интерферометров при измерении звездных диаметров и при измерении разделения двойных звезд. Наконец, в $YEAR$, он выиграл седьмой Нобелевской премией по физике ""за его оптическая точность инструментов и спектроскопических и метрологических исследований, выполненных с их помощью"".";"A $COUNTRY_ADJ$ Midshipman, fascinated with the sciences and the problem of measuring the speed of light in particular, conducted his first experiments of the speed of light, as part of a class demonstration in 1877. His experiment was refined, and in 1879, he measured the speed of light in air to be 299,864 ± km/s and estimated the speed of light in vacuum as 299,940 km/s. After two years of studies in Europe, he resigned from the Navy in 1881. In 1883 he accepted a position as professor of physics at the University of $CAPITAL$ and concentrated on developing an improved interferometer. In 1887 he carried out an experiment which seemed to rule out the existence of the aether. He later moved on to use astronomical interferometers in the measurement of stellar diameters and in measuring the separations of binary stars. Finally, in $YEAR$, he won the seventh Nobel Prize in Physics ""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid"".";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23456;Шестой Лауреат Нобелевской Премии По Физике;The Sixth Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23456;"Как катодные лучи несут в себе заряд отрицательного электричества, отклоняются электростатическим силу, как если бы они были отрицательно наэлектризованными и действием магнитной силы именно тем способом, в котором эта сила будет действовать на отрицательно заряженное тело двигается по пути этих лучей, я вижу, не уйти от заключения, что они находятся заряды отрицательного электричества осуществляется частиц материи... если в очень сильном электрическом поле в районе катода, молекулы газа разобщены и разделены, а не в обычных химических атомов, а в этих первобытных атомов, которые мы будем для краткости называть частиц, и если эти частицы заряжены электричеством и прогнозируемые из катода электрическим полем, они будут вести себя так же, как катодные лучи. В $YEAR$ ученый $COUNTRY_ADJ$ был номинирован и выиграл шестой лауреат Нобелевской премии по физике ""в знак признания больших заслуг его теоретических и экспериментальных исследований проводимости электричества газами"".";"As the cathode rays carry a charge of negative electricity, are deflected by an electrostatic force as if they were negatively electrified, and are acted on by a magnetic force in just the way in which this force would act on a negatively electrified body moving along the path of these rays, I can see no escape from the conclusion that they are charges of negative electricity carried by particles of matter... If, in the very intense electric field in the neighborhood of the cathode, the molecules of the gas are dissociated and are split up, not into the ordinary chemical atoms, but into these primordial atoms, which we shall for brevity call corpuscles, and if these corpuscles are charged with electricity and projected from the cathode by the electric field, they would behave exactly like the cathode rays. In $YEAR$ a $COUNTRY_ADJ$ scientist was nominated and won the Sixth Nobel Prize in Physics ""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases"".";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23451;Первый Лауреат Нобелевской Премии По Физике;The First Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23451;"В прошлом году ученый $COUNTRY_ADJ$ изучает внешние эффекты от различных видов вакуумного оборудования пробки, когда электрический разряд проходит через них, полагают, что новый вид лучей может быть возможно. Он ел и спал в своей лаборатории, он исследовал многие свойства новых лучей он временно назвал ""Х-лучи"", используя математические обозначения (""х"") к чему-то неизведанному. В $YEAR$ он опубликовал свой доклад ""о новом роде лучей"", и новые лучи пришли на его имя на многих языках. За свое открытие он был выдвинут и впоследствии был удостоен первой Нобелевской премии по физике ""в знак признания исключительных услуг, которые он оказал открытием замечательных лучей, названных впоследствии в его честь"".";"During last year a $COUNTRY_ADJ$ scientist was investigating the external effects from the various types of vacuum tube equipment when an electrical discharge is passed through them, speculating that a new kind of ray might be possible. He ate and slept in his laboratory as he investigated many properties of the new rays he temporarily termed ""X-rays"", using the mathematical designation (""X"") for something unknown. In $YEAR$ he published his paper, ""On A New Kind Of Rays"", and the new rays came to bear his name in many languages. For his discovery he was nominated and subsequently was awarded the first Nobel Prize in Physics ""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him"".";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23452;Второй Лауреат Нобелевской Премии По Физике;The Second Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23452;"Человек выдающихся интеллектуальных способностей... хотя, погруженный в собственное расследование данный момент, он, казалось, всегда был в его непосредственном понять его последствия в каждом уголке Вселенной... особой чистоты своих трудах обеспечивает яркое отражение его замечательные полномочия в этом отношении... он овладел и успешно трудятся умственной бодрости, которые необходимо соблюдать взаимодействие обсуждение, понимание которых необходимо для извлечения тех заявлений, которые освещают реальные трудности, и мудрость, чтобы вести дискуссию среди плодотворные каналы, и он сделал это так искусно, что процесс был едва уловимый. В $YEAR$, два $COUNTRY_ADJ$ ученые выиграли вторую Нобелевскую премию по физике ""в знак признания выдающегося обслуживания они вынесли на своих исследованиях влияния магнетизма на радиационные явления"".";"A man of remarkable intellectual powers... Although steeped in his own investigation of the moment, he always seemed to have in his immediate grasp its ramifications into every corner of the universe... The singular clearness of his writings provides a striking reflection of his wonderful powers in this respect... He possessed and successfully employed the mental vivacity which is necessary to follow the interplay of discussion, the insight which is required to extract those statements which illuminate the real difficulties, and the wisdom to lead the discussion among fruitful channels, and he did this so skillfully that the process was hardly perceptible. In $YEAR$, Two $COUNTRY_ADJ$ scientists won the second Nobel Prize in Physics ""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"".";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23453;Третий Лауреат Нобелевской Премии По Физике;The Third Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23453;"Одного обертывания фотопластинку с бромистым эмульсии в двух листов из очень плотной черной бумаги, такая, что плита не омрачились после того как на солнце на сутки. Одного места на листе бумаги, снаружи, плиты из фосфоресцирующего вещества, и это отражается в целом на солнце в течение нескольких часов. Когда человек развивает фотографическую пластинку, он признает, что силуэт фосфоресцирующего вещества появляется в черный на отрицательный. Если места между фосфоресцирующего вещества и бумаги кусок денег или металлический экран пронзил вырез дизайн, он видит эти объекты появляются на негатив. Следует сделать вывод из этих экспериментов, что фосфоресцирующее вещество испускает лучи, которые проходят через непрозрачную бумагу и уменьшить солями серебра. Группа $COUNTRY_ADJ$ ученых были удостоены третьей Нобелевской премии по физике ""в знак признания исключительных услуг, оказываемых их открытие самопроизвольной радиоактивности"".";"One wraps a photographic plate with a bromide emulsion in two sheets of very thick black paper, such that the plate does not become clouded upon being exposed to the sun for a day. One places on the sheet of paper, on the outside, a slab of the phosphorescent substance, and one exposes the whole to the sun for several hours. When one then develops the photographic plate, he recognizes that the silhouette of the phosphorescent substance appears in black on the negative. If one places between the phosphorescent substance and the paper a piece of money or a metal screen pierced with a cut-out design, he sees the image of these objects appear on the negative. One must conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduce silver salts. A group of $COUNTRY_ADJ$ scientists have been awarded the third Nobel Prize in Physics ""in recognition of the extraordinary services rendered by their discovery of spontaneous radioactivity"".";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23454;Четвертый Лауреат Нобелевской Премии По Физике;The Fourth Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23454;"На $YEAR$ а $COUNTRY_ADJ$ доцент $CAPITAL$ университете читал лекцию, в которой он указал, что азот изолирован от воздуха плотность чуть выше, чем у азота получают из химических источников. Литр чистого азота газ, образующийся в результате химической реакции весил 1.2505 г. С другой стороны, литр азота газа, который вырабатывается из воздуха путем удаления кислорода, углекислого газа и водяного пара весила 1.2572 г (при той же температуре и давлении). Он думал, что там может быть нераспознанное новый элемент скрывается в воздухе, и что там может быть места для этого в новую группу в конце периодической таблицы. Когда обследование было закончено, он пытается изолировать эту 'примесь' и ""за исследования плотностей наиболее важных газов и за открытие аргона в связи с этими исследованиями"", он был награжден четвертой Нобелевской премии по физике.";"On $YEAR$ a $COUNTRY_ADJ$ professor of the $CAPITAL$ University was giving a lecture in which he pointed out that nitrogen isolated from the air had a density slightly higher than that of nitrogen prepared from chemical sources. A liter of pure nitrogen gas generated from a chemical reaction weighed 1.2505 g. On the other hand, a liter of nitrogen gas generated from air by removing oxygen, carbon dioxide, and water vapor weighed 1.2572 g (at the same temperature and pressure). He thought that there might be an unrecognized new element hiding in the air, and that there might be room for this in a new Group at the end of the Periodic Table. When examinations had finished, he set about attempting to isolate this 'impurity' and ""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies"" he was awarded the fourth Nobel Prize in Physics.";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME23455;Пятый Лауреат Нобелевской Премии По Физике;The Fifth Nobel Prize In Physics;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC23455;"В $YEAR$ ученый $COUNTRY_ADJ$ была присуждена пятая Нобелевская премия по физике ""за работы по катодным лучам"". До начала своей работы, катодные лучи были изготовлены в примитивных, частично эвакуированы стеклянные трубки, которые были в них металлические электроды, через которые высокое напряжение может быть размещен. Катодные лучи были трудными для изучения, используя этот механизм, потому что они были внутри запаянные стеклянные трубки, труднодоступная, а потому что лучи были в присутствии молекул воздуха. Ленард преодолели эти проблемы, разработав способ изготовления мелких металлических окна в стекла, которые были достаточно толстыми, чтобы быть способным выдержать перепады давления, но достаточно тонким, чтобы позволить прохождение лучей. Сделав окно для лучей, он мог передать их в лабораторию, или, альтернативно, в другом зале, который был полностью эвакуирован.";"In $YEAR$ a $COUNTRY_ADJ$ scientist was awarded the Fifth Nobel Prize in Physics ""for his work on cathode rays"". Prior to his work, cathode rays were produced in primitive, partially evacuated glass tubes that had metallic electrodes in them, across which a high voltage could be placed. Cathode rays were difficult to study using this arrangement, because they were inside sealed glass tubes, difficult to access, and because the rays were in the presence of air molecules. Lenard overcame these problems by devising a method of making small metallic windows in the glass that were thick enough to be able to withstand the pressure differences, but thin enough to allow passage of the rays. Having made a window for the rays, he could pass them out into the laboratory, or, alternatively, into another chamber that was completely evacuated.";;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT4661009OPTA;Лима будет новая столица.;Lima will be the new capital.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT4661009OPTB;Куско, древней столицы.;Cusco, the old imperial city.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT4661009OPTC;Новый Такна будет основан как столица.;A new Tacna will be founded as the capital.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT4661009OPTD;Сукре-это важный город.;Sucre is an important city.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME33042;Новый капитал для нашей страны;A New Capital for Our Nation;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC33042;$Страна США США и многие в правительстве утверждают, что нынешняя столица-не подходящее место для команды нашей страны. Пришло несколько предложений подходящих городов, которые могли бы заменить его, теперь это только вопрос выбора.;$COUNTRY$ is united and many in the government argue that the current capital is not a suitable location to command our nation. A few proposals came forward for suitable cities that could replace it, now it's only a matter of choosing one.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT33042OPTA;Берлин станет новой столицей.;Berlin will be the new capital.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT33042OPTB;Гамбург-это подходящее место.;Hamburg is a suitable location.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT33042OPTC;Ганновер находится.;Hanover is strategically located.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT33042OPTD;Франкфурт является важным городом.;Frankfurt is an important city.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT33042OPTE;Нынешняя столица-это хорошо.;The current capital is fine.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME80128;Дунганском восстании в провинции Цинхай;Dungan Revolt in Qinghai;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC80128;После того, как конкурент суфийских духовных орденов Накшбанди сражались и обвиняли друг друга в различных преступлениях, вместо того, чтобы продолжать насилие, они решили использовать $COUNTRY$ правовую систему для разрешения спора. Они подали противоположные судебные дела через канцелярию Синин префект и судья по делу принял решение не выдавать постановление о какой группе превосходила других в вопросах всех исламских дел, и призвал их вести. В результате обе группы прибегают к насилию. В taotai было отправлено $COUNTRY$, чтобы сокрушить виновников насилия, в результате которых несколько человек погибли. Это привело участвующих сторон в споре, чтобы восстать против $COUNTRY$. В Xunhua, Цинхай, массы Хуэй, Дунсян, Бао, и саларов подстрекали к восстанию против Цинского лидер мечеть разноцветные Ма Yonglin.;After rival Sufi Naqshbandi spiritual orders had fought and accused each other of various misdeeds, instead of continuing the violence they decided to use $COUNTRY$ legal system to solve the dispute. They filed opposing lawsuits through the office of the Xining Prefect and the judge in the case decided not to issue a ruling on which group was superior to the other in matters of all Islamic affairs, and urged them to behave. As a result, both groups resorted to violence.  A taotai was sent by $COUNTRY$ to crush the perpetrators of the violence, which ended in several deaths. This led the involved parties in the dispute to rebel against $COUNTRY$. In Xunhua, Qinghai, masses of Hui, Dongxiang, Bao'an, and Salars were incited to revolt against the Qing by the Multicolored Mosque leader Ma Yonglin.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT80128OPTA;Сокрушить мятежников!;Crush the rebels!;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME36717;Восстановление Брюссель;The Restoration of Brussels;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC36717;С Брюсселем теперь прочно в наших руках, государственные структуры постепенно восстановится до прежнего здания. Брюссель был в сердце нашей страны и в очередной раз это будет политическое сердце.;With Brussels now firmly in our hands, the government institutions are slowly being restored to the former buildings. Brussels was the heart of our country and once again it will be the political heart.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT36717OPTA;Хорошо.;Good.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME315002;Инцидент Ашанти ;The Ashanti Incident;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC315002;Ашанти были постоянным источником конфликтов. Они преследовали жители города, которые, в свою очередь, обратился к нам за помощью. Кроме того, немецкая миссионерская семья и швейцарского миссионера были похищены и взяты в заложники в Каримуи. Губернатор Кейп-Кост запрашивает силу, чтобы наказать Ашанти, сжечь Кумаси и принять Аккра.;The Ashanti have been a constant source of conflict. They persecuted the inhabitants of Accra who, in turn, turned to us for help. On top of that, a German missionary family and a Swiss missionary were abducted and taken hostage to Kumasi. The governor of the Cape Coast is requesting a force to punish the Ashanti, to burn down Kumasi and to take Accra.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTA315002;Мы будем их наказывать.;We will punish them.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTOPTB315002;Пусть они решают сами.;Let them handle themselves.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME37241;Битва Logandume;The Battle of Logandиme;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC37241;После завоевания Waalo, Луи Федерб, губернатор Сенегала, решил начать войну против царства синуса и Салум, и объявили все ранее заключенные договоры между двумя королевствами Францией и недействительным. В битве Logandume, доступ в Ndoffene Кумба Сыныг Фамак Joof, Король синуса, потерпел поражение. После своей победы, Федерб отдал приказ для Фатике и окружающие его деревни были сожжены дотла. Неподалеку, европейского поселения Каолак создается, чтобы колонизировать область. Предусматривает федерб-империя простирается до Нигера и его кампании возмутило местных правителей. Французское правительство критиковали его за проведение военной кампании без их власти. Чтобы ответить своим критикам, Федерб утверждал, что он занят только территории, принадлежавшие Франции с 1679.;After the conquest of Waalo, Louis Faidherbe, governor of Senegal, decided to launch wars against the kingdoms of Sine and Saloum, and declared all previously signed treaties between the two kingdoms and France null and void. At the Battle of Logandиme, Maad a Sinig Kumba Ndoffene Famak Joof, King of Sine, was defeated. After his victory, Faidherbe gave the order for Fatick and its surrounding villages to be burned to the ground. Nearby, the European settlement of Kaolack is being founded to colonize the area. Faidherbe's envisions an empire stretching to the Niger and his campaigns have angered the local rulers. The French government criticized him for undertaking a military campaign without their authority. To answer his critics, Faidherbe claimed that he only occupied areas that belonged to France since 1679.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT37241OPTA;Эти оккупированные территории не могут быть найдены в любой карте...;These occupied areas can't be found in any map...;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT37241OPTB;Огонь Федерб.;Fire Faidherbe.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME90906;$COUNTRY_ADJ$ дипломаты притесняют;$COUNTRY_ADJ$ Diplomats Harassed;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC90906;Несмотря на войну в Китае, дипломаты по-прежнему имеют иммунитет передвигаться. Это необходимо при мирных переговорах. Однако, один из наших делегатов был атакован разъяренной толпой в Китай и правительство не на защиту провинции. Это не только кисло наших отношений, но дают нам основания требовать возмещения ущерба.;Despite the war in China, diplomats still have immunity to move around. This is necessary when negotiating peace. However, one of our delegates was attacked by an angry mob in China and the government failed to province protection. This no only sour our relations, but give us reason to demand reparations.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT90906OPTA;Мы не будем принимать это оскорбление.;We will not take this insult.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME90905;Иностранец Напал;Foreigner Attacked;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC90905;Иностранным гражданином - гражданином одной из великих держав - был атакован во время ограбления и был убит его противник. Мы уже направили свои извинения и предпринял все необходимые меры, но потерпевшая могла использовать это как предлог, чтобы требовать что-то от нас компенсации.;A foreign citizen - a national of one of the Great Powers - was attacked during a robbery and was killed by his assailant. We already sent apologies and made all the necessary arrangements but the injured part might use this as an excuse to demand something else from us - reparations.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT90905OPTA;Это не сулит нам ничего хорошего.;This will not bode well for us.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME325460;Российский манифест от $YEAR$;Российский манифест от $YEAR$;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC325460;Пользуясь процветанием и контролем над своими собственными делами и оставаясь лояльными подданными в течение почти столетия, манифест, изданный российским правительством в $YEAR$ году, стал причиной финского отчаяния. Манифест был передан через финский сенат решающим голосом президента сената, назначенного российским правителем, после того, как генерал-губернатор Финляндии Николай Бобриков пригрозил военным вторжением и осадой. Якобы подтверждая права финнов в чисто локальных вопросах, манифест утверждал власть государя в любых вопросах, которые можно было бы считать «входящими в сферу действия общего законодательства империи».;Пользуясь процветанием и контролем над своими собственными делами и оставаясь лояльными подданными в течение почти столетия, манифест, изданный российским правительством в $YEAR$ году, стал причиной финского отчаяния. Манифест был передан через финский сенат решающим голосом президента сената, назначенного российским правителем, после того, как генерал-губернатор Финляндии Николай Бобриков пригрозил военным вторжением и осадой. Якобы подтверждая права финнов в чисто локальных вопросах, манифест утверждал власть государя в любых вопросах, которые можно было бы считать «входящими в сферу действия общего законодательства империи».;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT325460OPTA;У нас нет выбора, кроме как подчиниться.;У нас нет выбора, кроме как подчиниться.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT325460OPTB;Мы будем бороться за нашу свободу до последнего человека.;Мы будем бороться за нашу свободу до последнего человека.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME97091;Передача суверенитета ;Передача суверенитета;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTDESC97091;В Наши союзники $FROMCOUNTRY$ успешно договорились с бывшими территориями, которые откололись от нашей страны и убедили их вернуться в лоно государства.;Наши союзники в $FROMCOUNTRY$ успешно договорились с бывшими территориями, которые откололись от нашей страны и убедили их вернуться в лоно государства.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVT97091OPTA;Отлично!;Отлично!;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVTNAME955181;Сенегал-Гвинея Договор О Границе;The Senegal-Guinea Border Treaty;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
